Date|Code|Type|Sec. Num|Price|Local IS|Local CP|Local PF|Local IB|Local ID|Local MF|Local SC|Local FD|Local OT|Total|Foreign IS|Foreign CP|Foreign PF|Foreign IB|Foreign ID|Foreign MF|Foreign SC|Foreign FD|Foreign OT|Total
30-DEC-2022|ADRO|EQUITY|31985962000|3850|1339079319|16821384353|83088800|7000|6439869141|897661886|110594763|18571600|668227|25710925089|54296461|812198762|1077899341|698774666|15017972|1608325070|353321245|74147800|1581055594|6275036911
30-DEC-2022|AGAR|EQUITY|1000000000|278|0|798974700|0|0|200989900|0|0|0|0|999964600|0|200|0|13000|22200|0|0|0|0|35400
30-DEC-2022|AGII|EQUITY|3066660000|1940|10929000|1596561726|7919300|0|260361091|73231118|440542|1293700|0|1950736477|0|2878800|13288700|47523840|16361800|2159300|14045200|0|115113700|211371340
30-DEC-2022|AGRO|EQUITY|24740107814|404|30301322|55814614|801939673|21240242086|1874894675|107227031|3470|722800|18002996|24129148667|0|18666354|26873069|7021139|2835962|231716804|64259300|0|2316618|353689246
30-DEC-2022|AGRS|EQUITY|27649535711|90|0|361295972|0|20158930|1717831327|0|196|0|1710100|2100996525|0|0|0|3076514|18281444|0|7491843|0|6136453340|6165303141
30-DEC-2022|AHAP|EQUITY|4900000000|77|3066343009|159209681|0|0|1409984003|0|579804|0|42|4636116539|64086000|0|0|22900|194160307|0|1273341|0|55|259542603
30-DEC-2022|AIMS|EQUITY|220000000|206|0|180441890|0|0|39377210|0|18000|0|0|219837100|0|0|0|100|2000|0|10800|0|0|12900
30-DEC-2022|AISA|EQUITY|9311800000|143|169620583|6995633858|4100400|0|1701346239|7088900|539425|100100|10009565|8888439070|250000|320936953|1927300|53855612|11338800|4314500|29562771|0|547494|422733430
30-DEC-2022|AKKU|EQUITY|6449463636|50|0|5591351100|0|0|621086936|0|11482900|6700|3191400|6227119036|0|196189000|0|0|1050200|0|2105400|0|23000000|222344600
30-DEC-2022|AKPI|EQUITY|612248000|1220|4000|145574873|0|2|28398471|17500|2122|0|0|173996968|0|9600|34|1|21703|0|194300|0|10300|235938
30-DEC-2022|AKRA|EQUITY|20073474600|1400|640879400|2687244500|63102800|5000000|724442560|736135944|32173414|9453700|1520000|4899952318|37172035|457558879|611679552|758090040|29366700|1704138775|305374533|33955900|1524556768|5461893182
30-DEC-2022|AKSI|EQUITY|720000000|290|0|8078444|0|0|49404256|0|0|0|30300|57513000|0|0|0|0|25200|0|300|0|0|25500
30-DEC-2022|ALDO|EQUITY|1316856309|805|0|926063566|0|0|389676260|900000|61|0|165300|1316805187|0|0|0|23166|27900|0|0|0|56|51122
30-DEC-2022|ALKA|EQUITY|507665055|266|0|11021250|0|77500|24068605|0|21200|0|0|35188555|0|0|0|287500|2645423|0|100|0|0|2933023
30-DEC-2022|ALMI|EQUITY|3816000000|272|0|96651440|0|0|49083300|0|303000|0|0|146037740|0|0|0|32904800|366000|0|195200|0|0|33466000
30-DEC-2022|ALTO|EQUITY|2191870558|50|0|1372038216|0|0|460566824|5900|343529118|0|5979200|2182119258|0|50000|0|7560000|56000|0|1833800|0|0|9499800
30-DEC-2022|AMAG|EQUITY|5001552516|360|15463400|116500|210019533|388000000|71444796|0|23887500|0|0|708931729|0|5638400|0|4938000|7950600|2066800|68783900|0|13700000|103077700
30-DEC-2022|AMAN|EQUITY|3873500000|705|0|0|0|0|584975300|0|0|0|0|584975300|0|0|0|24500|0|0|200|0|0|24700
30-DEC-2022|AMAR|EQUITY|18381094760|232|0|24712972|0|0|647363679|548600|250438|0|44900|672920589|0|15426807801|2222297|1673177099|2677303|5991118|412666278|0|821275|17524363171
30-DEC-2022|AMFG|EQUITY|434000000|5550|23500|13601182|0|0|35881600|180200|41076|0|0|49727558|114800|21825900|162700|1159600|23000|1152800|10307259|76900|235483|35058442
30-DEC-2022|AMIN|EQUITY|1080000000|105|0|12500000|0|0|67453500|0|0|0|0|79953500|0|17438300|0|124900|140554800|0|192800|0|1735700|160046500
30-DEC-2022|AMMS|EQUITY|1200000000|43|0|10280400|0|0|228810800|0|0|0|0|239091200|0|0|0|0|908800|0|0|0|0|908800
30-DEC-2022|AMOR|EQUITY|2222222400|1335|37149400|349525400|0|0|427531100|0|6956600|0|954200|822116700|10730454|149400|198200|47262600|1016000|3922000|1847900|0|859146|65985700
30-DEC-2022|AMRT|EQUITY|41524501700|2650|569774400|23581408934|32982300|0|2522300734|383418431|1966|1593500|540800|27092021065|184557804|2794925385|940259496|1679789814|535700|3293540721|1711988356|25824800|3801058559|14432480635
30-DEC-2022|ANDI|EQUITY|9350000000|50|25543605|797718380|1017800|0|1537943897|1499648561|266804208|2697600|567409200|4698783251|0|0|0|5000|1159949|0|21800|0|0|1186749
30-DEC-2022|ANJT|EQUITY|3354175000|665|83325100|75528264|0|45000|180921199|100|0|0|47400|339867063|323100|611300|1388400|3588400|1093637|1923600|4079700|0|1299800|14307937
30-DEC-2022|ANTM|EQUITY|24030764725|1985|1039674099|94898584|112417178|4506112|3168061562|701548724|132598431|17184950|2164956|5273054596|26915401|148623273|735317650|303609807|13626045|1075481622|186930499|4333600|602396912|3097234809
30-DEC-2022|APEX|EQUITY|2796804997|170|0|1806424179|0|0|100126901|0|4534|0|0|1906555614|0|573737577|0|238639047|81300|0|77787|0|0|812535711
30-DEC-2022|APIC|EQUITY|11766313488|1130|635659200|9316970612|4200000|0|162874568|404981175|609894097|10150000|6288600|11151018252|8042200|22782035|27116091|421704791|30250|68249400|12807000|0|54563469|615295236
30-DEC-2022|APII|EQUITY|1075760000|197|0|101000|0|0|57375300|0|0|0|0|57476300|0|295400|0|819000|36759800|0|36165500|0|143096000|217135700
30-DEC-2022|APLI|EQUITY|1362671400|280|0|201399300|0|0|560143000|0|165000|0|0|761707300|0|0|0|0|170400|0|692700|0|0|863100
30-DEC-2022|APLN|EQUITY|22699326779|154|5283600|9335287398|2000000|0|3099098716|11097000|79780098|700000|2535000|12535781812|672861|11670206|43396750|304266996|8290800|11970400|1651761|8166608|79678585|469764967
30-DEC-2022|APOL|EQUITY|16452282461|50|0|649059480|1400000|0|768224959|0|90507820|14086735|575800|1523854794|0|2653784186|0|1180647657|16069992|0|1410334020|0|85088011|5345923866
30-DEC-2022|ARCI|EQUITY|24835000000|332|56320800|21059895217|308200|0|551488383|1000000|115622958|0|0|21784635558|0|2515300|0|296045950|6163900|648510|2600917042|0|144073740|3050364442
30-DEC-2022|ARGO|EQUITY|335557450|1225|45000|37038014|0|0|565550|0|83000|0|0|37731564|0|280|0|5378000|11350|0|5100|0|5720|5400450
30-DEC-2022|ARII|EQUITY|3431000000|296|117981800|1536217000|62900|0|569735900|126444900|0|0|0|2350442500|0|312867600|0|216947700|2119800|0|1520000|0|59741400|593196500
30-DEC-2022|ARKA|EQUITY|2000000000|50|0|1128862900|0|0|859047400|0|0|0|104400|1988014700|0|250100|0|0|5510400|0|4974800|0|0|10735300
30-DEC-2022|ARKO|EQUITY|2928495000|625|0|2317703993|0|0|283142200|0|0|0|0|2600846193|0|295038207|0|30868400|340700|0|0|0|1401500|327648807
30-DEC-2022|ARMY|EQUITY|9006250000|50|1153053569|2780487175|5410161|0|1551063707|1962289499|279957887|2541349|526952595|8261755942|0|488927400|0|32396000|1064158|1687200|4800|0|0|524079558
30-DEC-2022|ARNA|EQUITY|7341430976|995|122558497|1128104276|11809200|0|3360198461|142571500|1200157|0|0|4766442091|299600|484526550|2323300|584311228|37680128|1034402776|48421392|8757700|374266211|2574988885
30-DEC-2022|ARTA|EQUITY|446674175|2700|0|42052500|0|0|397755325|0|0|0|0|439807825|0|0|0|7050|499500|0|6359800|0|0|6866350
30-DEC-2022|ARTI|EQUITY|7840000000|50|74373974|2633606286|739500000|0|3771036700|505451300|27983740|0|38072800|7790024800|0|0|0|100|19590400|0|8340700|0|20669000|48600200
30-DEC-2022|ARTO|EQUITY|13856250000|3720|103923838|7037912292|8410594|65500|1065717360|112448873|14646|336400|4228515|8333058018|12961683|1375367883|94966259|2085083408|703700|196302793|40800584|1942900|1476500272|5284629482
30-DEC-2022|ASBI|EQUITY|348386472|540|6688992|309537614|922|1106|16635244|0|332360|0|0|333196238|0|0|0|1380400|530170|0|1272928|0|0|3183498
30-DEC-2022|ASDM|EQUITY|192000000|900|0|31625700|0|13200|16846460|2000000|0|0|0|50485360|0|0|0|18000|481800|0|2252600|0|0|2752400
30-DEC-2022|ASGR|EQUITY|1348780500|950|1552500|2639560|0|178000|220266628|433300|128426|500|0|225198914|0|211300|5313000|49147654|625200|4438400|5045585|3453500|4116007|72350646
30-DEC-2022|ASHA|EQUITY|5000000000|89|0|3072121500|0|0|1918574600|0|0|0|0|4990696100|0|75900|0|7617100|1610900|0|0|0|0|9303900
30-DEC-2022|ASIA|EQUITY|2275009490|0|250000|16422970|0|83334|1022081498|0|3611365|0|22620680|1065069847|0|334|0|1720002|13516173|0|24374843|0|1153364243|1192975595
30-DEC-2022|ASII|EQUITY|40483553140|5700|2449936752|88447040|280654173|2935650|1192004186|1063278036|36892534|40801100|23729930|5178679401|192608761|411340817|1983289673|1522903545|4607320|5246076148|440841882|153431000|3121201413|13076300559
30-DEC-2022|ASJT|EQUITY|1400000000|123|30426303|45474333|1083564858|0|148515637|38311153|42070338|0|11385900|1399748522|0|0|0|28278|2600|0|220600|0|0|251478
30-DEC-2022|ASLC|EQUITY|12746354780|121|551560100|107506600|78291447|0|1514998461|145365100|494053|0|0|2398215761|0|126350424|0|2280100|2237900|0|1020000|0|325033900|456922324
30-DEC-2022|ASMI|EQUITY|8958380460|105|2693479000|2475475700|0|7658500|3694759260|431000|42090400|0|7172500|8921066360|0|8600|0|8976100|21780300|2867500|2620100|0|1061500|37314100
30-DEC-2022|ASPI|EQUITY|681796525|89|0|350003000|0|0|331707325|0|0|0|0|681710325|0|100|0|36900|14200|0|30000|0|0|81200
30-DEC-2022|ASRI|EQUITY|19649411888|160|8185100|9637991960|21686500|0|3398120342|140836949|2211647006|14808500|1011000|15434287357|0|110368442|80918427|317230773|8007200|317602888|327423298|2427200|68696303|1232674531
30-DEC-2022|ASRM|EQUITY|304283840|1630|15213|33357579|0|0|9539125|0|2931|135|0|42914983|0|206504|0|30518|11075|0|367484|0|2140310|2755891
30-DEC-2022|ASSA|EQUITY|3566394560|775|49495101|1802281077|34381881|0|1445475743|59919044|2097208|4212800|7366600|3405229454|0|3340007|641200|53230604|1722600|5799175|11757243|0|84674277|161165106
30-DEC-2022|ATAP|EQUITY|1250000000|83|0|59500000|0|0|95790100|0|0|0|0|155290100|0|94708900|0|0|1000|0|0|0|0|94709900
30-DEC-2022|ATIC|EQUITY|2315361355|392|0|797734018|0|0|495021616|0|0|0|0|1292755634|0|863645841|0|19400|1463500|0|25000|0|0|865153741
30-DEC-2022|ATPK|EQUITY|5760245414|194|334100|3695100|18900|0|250316994|0|500|0|7733000|262098594|0|3651000|3400000|366222000|1161500|0|516347807|0|99759129|990541436
30-DEC-2022|AUTO|EQUITY|4819733000|1460|589500|61119887|120075|0|352981043|21795850|3948401|121800|75|440676631|0|332188549|6416566|58811728|669175|85132000|21021548|3586200|14179546|522005312
30-DEC-2022|AVIA|EQUITY|61953555600|630|34562000|20820609200|38015000|0|435681600|155033841|699608|26451400|67200|21511119849|117080079|4739536920|560918559|282947217|236200|6354774898|249338856|10618692|1981186130|14296637551
30-DEC-2022|AXIO|EQUITY|5840126500|236|0|1888650300|115946200|0|843441700|0|0|0|100000|2848138200|0|0|0|1274600|953700|0|0|0|0|2228300
30-DEC-2022|AYLS|EQUITY|853423236|101|0|594777100|0|0|257554036|0|0|0|0|852331136|0|0|0|556100|336000|0|200000|0|0|1092100
30-DEC-2022|BABP|EQUITY|32221089956|101|117046900|15994703236|8825000|0|4909191375|122690676|29965500|2031100|9592524|21194046311|0|9122244519|1961100|119197600|62281100|47506700|77689533|0|1281673522|10712554074
30-DEC-2022|BACA|EQUITY|19953024885|131|0|16487038807|0|12686999|2549603133|392072413|7885134|2103300|542400|19451932186|0|1283300|766600|14751200|4191600|26575000|23126490|0|230868260|301562450
30-DEC-2022|BAJA|EQUITY|1800000000|124|0|88000000|0|0|309763700|0|0|0|347500|398111200|0|619300|0|0|177600|315200|1000|775700|0|1888800
30-DEC-2022|BALI|EQUITY|3934592500|845|68436102|2632421251|0|0|430552400|0|123785647|0|84500|3255279900|0|100000000|0|67500100|1108000|0|9500|0|68625000|237242600
30-DEC-2022|BANK|EQUITY|14655617601|1415|1275867600|4700997714|6424400|109580600|354322761|361434600|19550112|1042400|0|6829220187|5240000|12539100|14251900|2117397|101200|74783000|193309|0|36925762|146151668
30-DEC-2022|BAPA|EQUITY|661784520|95|0|434469800|0|0|155774903|0|65518817|0|2572100|658335620|0|1032500|0|645400|37900|0|1728100|0|0|3443900
30-DEC-2022|BAPI|EQUITY|5591980103|50|38067999|6721209|1114534|0|1382326871|202237729|11872945|1064679|7165200|1650571166|0|6939300|0|0|20251637|0|0|0|0|27190937
30-DEC-2022|BATA|EQUITY|1300000000|520|0|0|0|50000|40266270|0|0|5800|0|40322070|0|0|0|72586100|3621100|36207500|3096500|0|63954200|179465400
30-DEC-2022|BAUT|EQUITY|4800047637|50|0|752575700|0|0|1444846477|0|60|40000|58000|2197520237|0|2600000000|0|800|2526600|0|0|0|0|2602527400
30-DEC-2022|BAYU|EQUITY|353220780|995|40909083|113991868|0|27384|13718009|19016300|10912|0|0|187673556|0|30618000|0|122828414|1041|0|0|0|4250830|157698285
30-DEC-2022|BBCA|EQUITY|123275050000|8550|1918762195|68762960|342273750|820000|4437524106|1328899412|63840727|57564500|1301300|8219748950|661396503|2133459126|5859672438|3193699394|359251870|18749599128|1419618101|658971632|11198278978|44233947170
30-DEC-2022|BBHI|EQUITY|21730256442|1765|0|18642274703|0|0|390663965|2916268|12804066|0|146000|19048805002|0|2127435299|25600|4492689|245785122|3066700|1946916|0|81396549|2464148875
30-DEC-2022|BBKP|EQUITY|67887540178|102|4358399|2906687200|11439691|19662220|14313982238|5400066|228431948|2390800|923431367|18415783929|23327000|189720686|225624083|1276184685|74567295|485898976|554131738|0|1112218313|3941672776
30-DEC-2022|BBLD|EQUITY|1645796054|610|63223785|1190457865|0|1283|80608024|1125300|191453|0|0|1335607710|0|4996895|0|229664157|70666914|0|3744|0|3530300|308862010
30-DEC-2022|BBMD|EQUITY|4090090000|2120|0|100|0|63021200|192420600|0|0|0|0|255441900|0|0|0|100|174483400|0|74600|0|0|174558100
30-DEC-2022|BBNI|EQUITY|18648656458|9225|1264180407|42547425|119884042|3214200|778857637|606806994|6485534|24677009|1123061|2847776309|137784563|171037221|785099152|418550641|1708946|1410523269|189162897|20716740|1473651840|4608235269
30-DEC-2022|BBRI|EQUITY|151559001604|4940|4026482268|138730877|605887749|574143452|2952073558|2626166733|31362709|310006083|5499918023|16764771452|1389477662|2536121656|6953719667|5233561144|38152330|21039736230|1778371964|224643123|14965293230|54159077006
30-DEC-2022|BBRM|EQUITY|8479490328|72|0|6654686284|0|0|336536773|0|263962|0|66|6991487085|0|1114168300|0|254015952|10065997|0|106818532|0|2933333|1488002114
30-DEC-2022|BBSI|EQUITY|3674723301|3160|0|3242469830|0|0|260729344|0|53|0|0|3503199227|0|0|0|1035|11382986|0|135361060|0|0|146745081
30-DEC-2022|BBSS|EQUITY|4800016020|65|0|802862800|0|0|497072420|0|0|800|0|1299936020|0|0|0|0|75000|0|5000|0|0|80000
30-DEC-2022|BBTN|EQUITY|12887145542|1350|1214738555|96668488|115866635|12308689|1320144637|394920260|24882398|27599099|2591553|3209720314|5488050|98809528|175339231|56482763|3691940|382519519|100510367|66226000|367591682|1256659080
30-DEC-2022|BBYB|EQUITY|12038815679|645|176384954|4707303908|34110738|3469000|2884370574|742013019|65275309|5642429|232088629|8850658560|5940288|1745726793|99676901|73345003|45191108|204757244|146133032|0|705140340|3025910709
30-DEC-2022|BCAP|EQUITY|42618850927|79|20852200|21885344220|152136800|0|4199003876|402422700|87053063|0|19607900|26766420759|17094900|6317237546|26467300|112467900|17323500|110708500|3064973263|0|6186157259|15852430168
30-DEC-2022|BCIC|EQUITY|18109922009|174|0|5095036|0|7192|276561544|205|1832824|0|639|283497440|0|3981865771|0|65321|622793|0|1044807|0|20830|3983619522
30-DEC-2022|BCIP|EQUITY|1429915525|68|18000000|653229534|44057000|0|613346291|72547510|200000|0|90|1401380425|0|7900000|0|64900|2570100|17500000|500100|0|0|28535100
30-DEC-2022|BDMN|EQUITY|9773552870|2730|13495441|166033612|13566010|12717|297940119|41602295|3719286|1391751|2550400|540311631|1464461|4732643|17898698|9125597192|1013766|35863943|24830847|620161|17773100|9229794811
30-DEC-2022|BEBS|EQUITY|45000000000|740|0|19373217130|0|0|22460534670|0|1875|0|0|41833753675|21690000|989920800|68469500|782740149|201821000|369969037|568325500|0|163310339|3166246325
30-DEC-2022|BEEF|EQUITY|1884312595|66|0|420738090|4500000|0|715643705|400000|0|100000|434700|1141816495|0|5000|0|42000|1491100|0|8521700|0|178711300|188771100
30-DEC-2022|BEKS|EQUITY|51870438266|50|1513980|34355611025|1439450|41600|14553508032|337222476|235154048|409940|938934248|50423834799|0|3847179|0|868749507|36297510|0|18949839|0|55049|927899084
30-DEC-2022|BELI|EQUITY|118493291840|470|6889500|15198976500|23946000|0|2698642500|717941700|33444500|5000000|2200400|18687041100|0|192518100|8816340|129779126|2051700|20323838|103500|0|297358296|650950900
30-DEC-2022|BELL|EQUITY|7250000000|148|0|5775875700|0|0|227366700|850088600|378554000|99200|0|7231984200|0|100|0|11402200|617800|0|5995700|0|0|18015800
30-DEC-2022|BESS|EQUITY|3433061158|170|0|501337133|0|0|231713525|0|0|0|0|733050658|0|0|0|0|10500|0|0|0|0|10500
30-DEC-2022|BEST|EQUITY|9647311150|133|295299200|4843581000|7873500|0|2919197011|27364600|120048455|152000|0|8213515766|7240096|967240206|63564109|112255008|20663300|83993300|65655890|45205700|60977775|1426795384
30-DEC-2022|BFIN|EQUITY|15967115620|1055|517728000|1296658180|86349200|1136360|2583290128|390604703|5564606|12625700|129457180|5023414057|8106600|233928050|106821892|794573549|823560|1587778252|233522458|352700|7960728102|10926635163
30-DEC-2022|BGTG|EQUITY|23970997103|87|0|8314889975|0|0|2523225397|0|650167|2764600|0|10841530139|0|2402279800|0|143819700|788923|17427500|1830667691|0|1249350|4396232964
30-DEC-2022|BHAT|EQUITY|5000000000|865|463516000|3551591200|600000|0|6150100|364899800|132324000|2800000|0|4521881100|0|0|0|24928700|48500|3141100|600|0|0|28118900
30-DEC-2022|BHIT|EQUITY|86068156705|57|24252800|7166211653|413943800|1000|18614593223|208123160|2042849851|2000|3246800|28473224287|0|40434219044|23271900|2336875616|21901540|408156366|2058359763|143621620|12168516569|57594922418
30-DEC-2022|BIKA|EQUITY|592280000|101|0|0|0|0|591626000|0|0|0|477700|592103700|0|700|0|62000|13500|0|100|0|0|76300
30-DEC-2022|BIKE|EQUITY|1293351809|200|0|191727200|0|0|129061109|0|100|0|0|320788409|0|0|0|776900|686900|0|1099600|0|0|2563400
30-DEC-2022|BIMA|EQUITY|608175716|117|570000|14315500|0|0|51526480|0|19820200|0|0|86232180|0|0|0|16400|223500|0|0|0|0|239900
30-DEC-2022|BINA|EQUITY|6134716665|3990|1907832685|2312373051|42037000|0|74945108|75382600|9883812|0|7600000|4430054256|47800|6429000|139700|4732442|373000|594518650|1036711550|0|363100|1643315242
30-DEC-2022|BINO|EQUITY|2175014753|133|0|25815400|0|0|405330653|0|0|0|3017800|434163853|0|0|0|0|850900|0|0|0|0|850900
30-DEC-2022|BIPI|EQUITY|57918360917|158|2166491609|28717895966|1281500|305626000|13540638691|1573776000|4259112616|18098100|258623906|50841544388|242584300|1069633300|52059900|1011687466|78376600|827065092|86622875|0|3708786996|7076816529
30-DEC-2022|BIPP|EQUITY|5028669376|51|138171000|366940100|21000300|1604280|835796556|9410000|10583220|0|7108400|1390613856|0|3484676395|0|630300|129222400|0|526500|0|0|3615055595
30-DEC-2022|BIRD|EQUITY|2502100000|1410|46721700|446744595|16577800|0|784623582|41931900|853461|1686500|33402918|1372542456|17633000|58484269|7946946|18737150|233500|15676400|7188546|468100|13169633|139537544
30-DEC-2022|BISI|EQUITY|3000000000|1600|5095900|49842000|1464500|0|105972138|33671800|655894|0|0|196702232|0|14313340|1204000|766415493|27265441|20752157|66839048|750797|281444992|1178985268
30-DEC-2022|BJBR|EQUITY|10521443686|1345|963177500|22680070|10049035|13059800|794329298|95742812|31429175|861800|68563749|1999893239|8547703|34834367|96972881|36694215|208000|244305571|74279104|955750|76159525|572957116
30-DEC-2022|BJTM|EQUITY|15015498082|710|430643800|59462687|8388700|727500|1404961407|16125996|126353122|1257900|0|2047921112|8170600|28022974|129759808|41416266|1051100|547626994|40226604|33247731|203906911|1033428988
30-DEC-2022|BKDP|EQUITY|7513992252|87|0|2595076500|0|0|1614035385|47057750|90050|0|13500000|4269759685|0|0|0|42600|44181267|0|8700|0|0|44232567
30-DEC-2022|BKSL|EQUITY|67083561082|50|354400|3472907616|20346900|30|13732421000|96900000|171609454|600|707349400|18201889400|0|576947644|0|790073491|48040400|677675074|98653022|0|1481826180|3673215811
30-DEC-2022|BKSW|EQUITY|20436685984|102|0|238207518|0|0|545960077|289396400|22500|0|100|1073586595|0|0|0|18948792208|131594|0|41300|0|413877559|19362842661
30-DEC-2022|BLTA|EQUITY|25181143017|50|29836312|4529198731|131943040|470678|4494910006|703000098|338713365|9884416|2987400|10240944046|0|802951448|701593424|1887939957|368404866|59772609|1548455287|0|325038632|5694156223
30-DEC-2022|BLTZ|EQUITY|873937142|3190|0|54600|0|0|1985450|0|0|0|12100|2052150|0|0|0|76216300|21800|0|0|0|795283292|871521392
30-DEC-2022|BLUE|EQUITY|418000000|292|0|128487800|0|0|20783600|0|18474500|0|0|167745900|0|0|0|40100|192500|0|0|0|21500|254100
30-DEC-2022|BMAS|EQUITY|8620315383|1090|0|2775896371|0|0|25547529|0|0|0|0|2801443900|0|5374896675|0|443918008|2600|0|54200|0|0|5818871483
30-DEC-2022|BMHS|EQUITY|8603416176|412|453374000|4998339500|48917700|0|1699691200|130026900|650000|3942400|0|7334941700|0|1163470876|0|4549300|3961200|22800|6470300|0|0|1178474476
30-DEC-2022|BMRI|EQUITY|46666666666|9925|1172732472|33789590|235905998|31098456|526274509|1011537681|15503627|35682598|3734436773|6796961704|534404059|632126313|2060261776|1499317140|2281876|6420670790|778505618|42147462|3633323261|15603038295
30-DEC-2022|BMSR|EQUITY|1159200024|770|74707600|89007900|37150000|0|93396192|1916000|15799300|0|66100|312043092|0|50977100|0|0|50077500|0|135000|0|745842332|847031932
30-DEC-2022|BMTR|EQUITY|16583997586|278|127205400|6607897840|12483050|0|6024032568|53261450|1512458205|5055000|6020300|14348413813|29|660721197|56256265|277731863|12680570|463627469|644764546|0|115113014|2230894953
30-DEC-2022|BNBA|EQUITY|3388000000|925|8144932|1178871081|0|0|204363160|0|325|0|0|1391379498|0|2700|0|12220200|968200|1089100|10268340|0|455032|25003572
30-DEC-2022|BNBR|EQUITY|22084484209|78|376691137|8125110972|30385700|173975|5873289400|881137840|1350794117|200100|218|16637783459|0|123149704|0|2954306187|72533369|3|109750259|0|1126242575|4385982097
30-DEC-2022|BNGA|EQUITY|25131606843|1185|69460237|54361612|6410850|198581062|716646993|60122806|14414081|1709343|69089|1121776073|332457|2207187|76155599|23093930918|9582206|145692268|71225832|1407000|336984328|23737517795
30-DEC-2022|BNII|EQUITY|76215195821|228|6563|1598748|0|505626|566254017|0|4252792|5131|479532|573102409|0|1825142|3105005|14300188650|5340446|25901802|99063160|363900|61508495|14497296600
30-DEC-2022|BNLI|EQUITY|36181359520|1015|9688|1636339|49991|48638|77243117|589894|139861|0|9112999|88830527|0|27852|0|35726366674|468785|207270|950737|0|886875|35728908193
30-DEC-2022|BOBA|EQUITY|1155750000|184|0|274586000|0|0|506815300|0|0|0|0|781401300|0|50775000|0|43500|67530200|0|0|0|0|118348700
30-DEC-2022|BOGA|EQUITY|3803526210|1295|761794414|2346727018|5100000|0|83191510|407624368|147735800|7400000|16004200|3775577310|0|18600|1556100|15189100|12000|4409863|5311900|0|1451337|27948900
30-DEC-2022|BOLA|EQUITY|6000000000|224|1305715000|170888200|0|18557300|4297703460|0|44628740|0|1291200|5838783900|0|0|0|33902300|49100|429200|126126700|0|708800|161216100
30-DEC-2022|BOLT|EQUITY|2343750000|745|0|58000000|0|0|116296800|0|6756800|0|0|181053600|0|54000000|0|4800|500|0|346191100|0|0|400196400
30-DEC-2022|BORN|EQUITY|17693000000|50|118457500|11382449548|22916500|0|2161125518|139010000|28351892|363500|1950000|13854624458|0|23194169|7546400|869981315|27513800|0|37965495|0|2781897063|3748098242
30-DEC-2022|BOSS|EQUITY|1400000000|89|0|457387798|0|0|887778624|42152300|1149378|0|748200|1389216300|0|4674500|0|367340|4681600|0|1060200|0|60|10783700
30-DEC-2022|BPFI|EQUITY|2673995362|665|42779500|358319774|0|0|13280674|0|45|0|0|414379993|0|2248095850|0|11700|0|0|11230219|0|277600|2259615369
30-DEC-2022|BPII|EQUITY|515498662|10850|0|19798000|0|0|139700|0|0|0|0|19937700|0|21410100|0|445934000|120700|0|25546900|0|2549262|495560962
